Branch,Bucket,Code,Search,Title
Marines,9,7524,7524 FRS Basic F/A-18D Weapons Systems Officer (WSO),FRS Basic F/A-18D Weapons Systems Officer (WSO)
Marines,9,7525,7525 Qualified F/A-18D WSO,Qualified F/A-18D WSO
Marines,0,7527,7527 Pilot VMFA F/A-18D Qualified,Pilot VMFA F/A-18D Qualified
Marines,0,7531,7531 FRS Basic V-22 Pilot,FRS Basic V-22 Pilot
Marines,0,7532,7532 Pilot V-22 Qualified,Pilot V-22 Qualified
Marines,0,7541,7541 FRS Basic EA-6B Pilot,FRS Basic EA-6B Pilot
Marines,0,7542,7542 EA-6A Qualified,EA-6A Qualified
Marines,0,7543,7543 EA-6B Qualified,EA-6B Qualified
Marines,0,7550,7550 Pilot VMGR Maritime Advance (NATC),Pilot VMGR Maritime Advance (NATC)
Marines,0,7551,7551 Pilot C-9 Qualified,Pilot C-9 Qualified
Marines,0,7552,7552 Pilot TC-4C Qualified,Pilot TC-4C Qualified
Marines,0,7553,7553 Pilot C-20/C-37 Qualified,Pilot C-20/C-37 Qualified
Marines,0,7554,7554 Pilot UC-35 Qualified,Pilot UC-35 Qualified
Marines,0,7555,7555 Pilot UC-128 Qualified,Pilot UC-128 Qualified
Marines,0,7556,7556 KC-130 Co-Pilot (T2P/T3P),KC-130 Co-Pilot (T2P/T3P)
Marines,0,7557,7557 Pilot KC-130 Aircraft Commander,Pilot KC-130 Aircraft Commander
Marines,0,7558,7558 FRS Basic CH-53D Pilot,FRS Basic CH-53D Pilot
Marines,0,7559,7559 Pilot CT-39 Qualified,Pilot CT-39 Qualified
Marines,0,7560,7560 FRS Basic CH-53E Pilot,FRS Basic CH-53E Pilot
Marines,0,7561,7561 FRS Basic CH-46 Pilot,FRS Basic CH-46 Pilot
Marines,0,7562,7562 Pilot CH-46 Qualified,Pilot CH-46 Qualified
Marines,0,7563,7563 Pilot UH-1 Qualified,Pilot UH-1 Qualified
Marines,0,7564,7564 Pilot CH-53 A/D Qualified,Pilot CH-53 A/D Qualified
Marines,0,7565,7565 Pilot AH-1 Qualified,Pilot AH-1 Qualified
Marines,0,7566,7566 Pilot CH-53E Qualified,Pilot CH-53E Qualified
Marines,0,7567,7567 FRS Basic UH-IN Pilot,FRS Basic UH-IN Pilot
Marines,0,7568,7568 FRS Basic AH-1 Pilot,FRS Basic AH-1 Pilot
Marines,0,7577,7577 Weapons and Tactics Instructor,Weapons and Tactics Instructor
Marines,0,7578,7578 NFO Student (TBS),NFO Student (TBS)
Marines,0,7580,7580 Tactical Navigator Flight Student (NATC),Tactical Navigator Flight Student (NATC)
Marines,0,7582,7582 FRS Basic EA-68 Electronic Warfare Officer,FRS Basic EA-68 Electronic Warfare Officer
Marines,0,7588,7588 Qualified EA-68 Electronics Warfare Officer,Qualified EA-68 Electronics Warfare Officer
Marines,0,7589,7589 V/STOL Landing Signal Officer,V/STOL Landing Signal Officer
Marines,0,7594,7594 Landing Signal Officer,Landing Signal Officer
Marines,0,7595,7595 Test Pilot/Flight Test Project Officer,Test Pilot/Flight Test Project Officer
Marines,0,7596,7596 Aviation Safety Officer,Aviation Safety Officer
Marines,0,7597,7597 Basic Rotary-Wing Pilot,Basic Rotary-Wing Pilot
Marines,0,7599,7599 Flight Student (TBS),Flight Student (TBS)
Marines,0,402,402 Logistics Officer,Logistics Officer
Marines,0,930,930 Range Officer,Range Officer
Marines,0,1120,1120 Utilities Officer,Utilities Officer
Marines,0,3102,3102 Traffic Management Officer,Traffic Management Officer
Marines,0,3302,3302 Food Service Officer,Food Service Officer
Marines,0,3402,3402 Finance Officer,Finance Officer
Marines,0,3404,3404 Financial Management Officer,Financial Management Officer
Marines,0,3408,3408 Financial Management Resource Officer (FMRO),Financial Management Resource Officer (FMRO)
Marines,0,3410,3410 NAF Auditing Officer,NAF Auditing Officer
Marines,0,4130,4130 Marine Corps Community Services (MCCS),Marine Corps Community Services (MCCS)
Marines,0,4402,4402 Judge Advocate,Judge Advocate
Marines,0,4405,4405 Master of International Law,Master of International Law
Marines,0,4406,4406 Master of Environmental Law,Master of Environmental Law
Marines,0,4407,4407 Master of Labor Law,Master of Labor Law
Marines,0,4408,4408 Master of Procurement Law,Master of Procurement Law
Marines,0,4409,4409 Master of Criminal Law,Master of Criminal Law
Marines,0,4410,4410 Master of Law (General),Master of Law (General)
Marines,0,4602,4602 Combat Camera (COMCAM) Officer,Combat Camera (COMCAM) Officer
Marines,0,4606,4606 Combat Artist (Officer),Combat Artist (Officer)
Marines,0,313,313 LAV Crewman,LAV Crewman
Marines,0,323,"323 Reconnaissance Man, Parachute Qualified","Reconnaissance Man, Parachute Qualified"
Marines,0,8411,8411 Production Recruiter,Production Recruiter
Marines,0,8412,8412 Career Recruiter,Career Recruiter
Marines,0,8156,8156 Security Guard,Security Guard
Marines,0,6531,6531 Aircraft Ordnance Technician,Aircraft Ordnance Technician
Marines,0,6541,6541 Aviation Ordnance Systems Technician,Aviation Ordnance Systems Technician
Marines,0,6591,6591 Aviation Ordnance Chief,Aviation Ordnance Chief
Navy,0,ABE,ABE Aviation Boatswain's Mate - Launch/Recovery ,Aviation Boatswain's Mate - Launch/Recovery 
Navy,0,ABF,ABF Aviation Boatswain's Mate - Fuels ,Aviation Boatswain's Mate - Fuels 
Navy,1,ABH,ABH Aviation Boatswain's Mate - Aircraft Handler ,Aviation Boatswain's Mate - Aircraft Handler 
Navy,1,AC,AC Air Traffic Controller ,Air Traffic Controller 
Navy,1,AD,AD Aviation Machinist's Mate ,Aviation Machinist's Mate 
Navy,1,PR,PR Aircrew Survival Equipmentman ,Aircrew Survival Equipmentman 
Navy,1,AG,AG Aerographer's Mate,Aerographer's Mate
Navy,1,AM,AM Aviation Structural Mechanic ,Aviation Structural Mechanic 
Navy,1,AME,AME Aviation Structural Mechanic Safety Equipment ,Aviation Structural Mechanic Safety Equipment 
Navy,1,AE,AE Aviation Electrician ,Aviation Electrician 
Navy,1,AT,AT Aviation Electronics Technician ,Aviation Electronics Technician 
Navy,1,AZ,AZ Aviation Maintenance Administrationman ,Aviation Maintenance Administrationman 
Navy,1,AO,AO Aviation Ordnanceman ,Aviation Ordnanceman 
Navy,1,AS,AS Aviation Support Equipment Technician ,Aviation Support Equipment Technician 
Navy,1,EA,EA Engineering Aid ,Engineering Aid 
Navy,1,CM,CM Construction Mechanic ,Construction Mechanic 
Navy,1,UT,UT Utilitiesman,Utilitiesman
Navy,1,EO,EO Equipment Operator ,Equipment Operator 
Navy,1,CE,CE Construction Electrician ,Construction Electrician 
Navy,1,BU,BU Builder,Builder
Navy,1,SW,SW Steelworker ,Steelworker 
Navy,1,ND,ND Navy Diver ,Navy Diver 
Navy,1,SO,SO Special Warfare Operator,Special Warfare Operator
Navy,1,SB,SB Special Warfare Boat Operator ,Special Warfare Boat Operator 
Navy,1,EOD,EOD Explosive Ordnance Disposal ,Explosive Ordnance Disposal 
Navy,1,RP,RP Religious Program Specialist ,Religious Program Specialist 
Navy,1,HM,HM Hospital Corpsman ,Hospital Corpsman 
Navy,1,HMDA,HMDA Hospital Corpsman - Dental Assistant ,Hospital Corpsman - Dental Assistant 
Navy,1,MU,MU Musician,Musician
Navy,1,MA,MA Master at Arms ,Master at Arms 
Navy,1,SH,SH Ship's Serviceman ,Ship's Serviceman 
Navy,1,MC,MC Mass Communication Specialist ,Mass Communication Specialist 
Navy,1,LS,LS Logistics Specialist ,Logistics Specialist 
Navy,1,CS,CS Culinary Specialist ,Culinary Specialist 
Navy,1,YN,YN Yeoman,Yeoman
Navy,1,BM,BM Boatswain's Mate ,Boatswain's Mate 
Navy,1,QM,QM Quartermaster,Quartermaster
Navy,1,PS,PS Personnel Specialist ,Personnel Specialist 
Navy,1,DC,DC Damage Controlman ,Damage Controlman 
Navy,1,EN,EN Engineman ,Engineman 
Navy,1,EM,EM Electrician's Mate ,Electrician's Mate 
Navy,1,IC,IC Interior Communications Electrician ,Interior Communications Electrician 
Navy,1,GSE,GSE Gas Turbine Systems Technician - Electrical ,Gas Turbine Systems Technician - Electrical 
Navy,1,GSM,GSM Gas Turbine Systems Technician - Mechanical ,Gas Turbine Systems Technician - Mechanical 
Navy,1,HT,HT Hull Maintenance Technician ,Hull Maintenance Technician 
Navy,1,MM,MM Machinist's Mate ,Machinist's Mate 
Navy,1,MR,MR Machinery Repairman ,Machinery Repairman 
Navy,1,GM,GM Gunner's Mate ,Gunner's Mate 
Navy,1,MT,MT Missile Technician ,Missile Technician 
Navy,1,MN,MN Mineman,Mineman
Navy,1,IT,"IT Information Systems Technician, Surface ","Information Systems Technician, Surface "
Navy,1,ITS,"ITS Information Systems Technician, Submarines","Information Systems Technician, Submarines"
Navy,1,OS,OS Operations Specialist ,Operations Specialist 
Navy,1,IS,IS Intelligence Specialist ,Intelligence Specialist 
Navy,1,STG,"STG Sonar Technician, Surface ","Sonar Technician, Surface "
Navy,1,STS,"STS Sonar Technician, Submarine ","Sonar Technician, Submarine "
Navy,1,CTM,CTM Cryptologic Technician - Maintenance ,Cryptologic Technician - Maintenance 
Navy,1,CTI,CTI Cryptologic Technician - Interpretive ,Cryptologic Technician - Interpretive 
Navy,1,CTN,CTN Cryptologic Technician - Networks ,Cryptologic Technician - Networks 
Navy,1,CTT,CTT Cryptologic Technician - Technical ,Cryptologic Technician - Technical 
Navy,1,CTR,CTR Cryptologic Technician - Collection ,Cryptologic Technician - Collection 
Navy,1,AWF,AWF Naval Aircrewman (Mechanical),Naval Aircrewman (Mechanical)
Navy,1,AWO,AWO Naval Aircrewman (Operator) ,Naval Aircrewman (Operator) 
Navy,1,AWS,AWS Naval Aircrewman (Helicopter) ,Naval Aircrewman (Helicopter) 
Navy,1,AWV,AWV Naval Aircrewman (Avionics) ,Naval Aircrewman (Avionics) 
Navy,1,UCT,UCT Seabee UCT Diver Challenge,Seabee UCT Diver Challenge
Navy,1,ET,ET Electronics Technician ,Electronics Technician 
Navy,1,FC,FC Fire Controlman ,Fire Controlman 
Navy,1,Nuke ET,Nuke ET Electronics Technician (Nuclear),Electronics Technician (Nuclear)
Navy,1,Nuke MM,Nuke MM Machinist's Mate (Nuclear),Machinist's Mate (Nuclear)
Navy,1,Nuke EM,Nuke EM Electrician's Mate (Nuclear),Electrician's Mate (Nuclear)
Navy,1,SECF,SECF Submarine Electronics/Computer Field ,Submarine Electronics/Computer Field 
Navy,1,BDCP,BDCP Baccalaureate Degree Completion Program,Baccalaureate Degree Completion Program
Navy,1,NROTC,NROTC Navy Reserve Officer Training Corps,Navy Reserve Officer Training Corps
Navy,1,AMDO,AMDO Aerospace Maintenance Duty Officer,Aerospace Maintenance Duty Officer
Navy,1,AOC,AOC Naval Aviation - Pilot,Naval Aviation - Pilot
Navy,1,NFOC,NFOC Naval Aviation - Naval Flight Officer,Naval Aviation - Naval Flight Officer
Navy,1,, Chaplain (Direct Appointment),Chaplain (Direct Appointment)
Navy,1,, Chaplain (Student Selection Program),Chaplain (Student Selection Program)
Navy,1,, Civil Engineer,Civil Engineer
Navy,1,, CEC Collegiate,CEC Collegiate
Navy,1,, Cryptology,Cryptology
Navy,1,EDO,EDO Engineering Duty Officer,Engineering Duty Officer
Navy,1,INTEL,INTEL Intelligence,Intelligence
Navy,1,, JAG Direct Appointment,JAG Direct Appointment
Navy,1,, JAG Student Selection,JAG Student Selection
Navy,1,, Physician,Physician
Navy,1,, Dentist,Dentist
Navy,1,, Nurse,Nurse
Navy,1,, Health Care Administration,Health Care Administration
Navy,2,, Health Care Sciences,Health Care Sciences
Navy,2,, Medical Support,Medical Support
Navy,2,, Naval Reactors Engineer,Naval Reactors Engineer
Navy,2,, NUPOC Surface,NUPOC Surface
Navy,2,, NUPOC Sub,NUPOC Sub
Navy,2,, Nuclear Power School Instructor,Nuclear Power School Instructor
Navy,2,, Oceanography,Oceanography
Navy,2,PAO,PAO Public Affairs Officer,Public Affairs Officer
Navy,2,UMCM,UMCM Underwater Mine Countermeasures,Underwater Mine Countermeasures
Navy,2,ODS,ODS Operational Diving and Salvage ,Operational Diving and Salvage 
Navy,2,EOM,EOM Explosive Ordnance Management ,Explosive Ordnance Management 
Navy,2,, Supply,Supply
Navy,2,SWO,SWO Surface Warfare Officer,Surface Warfare Officer
Navy,2,CRF,CRF Career Recruiting Force,Career Recruiting Force
Navy,2,CANREC,CANREC Canvassing Recruiter,Canvassing Recruiter
Navy,2,Supply,Supply Supply Corps,Supply Corps
Navy,2,, NUPOC Submarine,NUPOC Submarine
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
