Branch,Bucket,Code,Search,Title
Marines,0,2768,2768 Spanish Linguist,Spanish Linguist
,,,,
Marines,0,2769,2769 Swedish Linguist,Swedish Linguist
,,,,
Marines,0,2776,2776 Albanian Linguist,Albanian Linguist
,,,,
Marines,0,2777,2777 Armenian Linguist,Armenian Linguist
,,,,
Marines,0,2778,2778 Bulgarian Linguist,Bulgarian Linguist
,,,,
Marines,0,2779,2779 Czech Linguist,Czech Linguist
,,,,
Marines,0,2781,2781 Estonian Linguist,Estonian Linguist
,,,,
Marines,0,2782,2782 Georgian Linguist,Georgian Linguist
,,,,
Marines,0,2783,2783 Hungarian Linguist,Hungarian Linguist
,,,,
Marines,0,2784,2784 Latvian Linguist,Latvian Linguist
,,,,
Marines,0,2786,2786 Lithuanian Linguist,Lithuanian Linguist
,,,,
Marines,0,2787,2787 Macedonian Linguist,Macedonian Linguist
,,,,
Marines,0,2788,2788 Polish Linguist,Polish Linguist
,,,,
Marines,0,2789,2789 Romanian Linguist,Romanian Linguist
,,,,
Marines,0,2791,2791 Russian Linguist,Russian Linguist
,,,,
Marines,0,2792,2792 Serb-Croat Linguist,Serb-Croat Linguist
,,,,
Marines,0,2793,2793 Slovenian Linguist,Slovenian Linguist
,,,,
Marines,0,2794,2794 Ukrainian Linguist,Ukrainian Linguist
,,,,
Marines,0,2799,2799 Military Interpreter/Translator,Military Interpreter/Translator
,,,,
Marines,0,2611,2611 Cryptologic Digital Network Technician/Analyst,Cryptologic Digital Network Technician/Analyst
,,,,
Marines,0,2621,2621 Special Communications Signals Collection Operator,Special Communications Signals Collection Operator
,,,,
Marines,0,2629,2629 Signals Intelligence Analyst,Signals Intelligence Analyst
,,,,
Marines,0,2631,2631 Electronic Intelligence (ELINT) Intercept Operator/Analyst,Electronic Intelligence (ELINT) Intercept Operator/Analyst
,,,,
Marines,0,2651,2651 Special Intelligence System Administrator/Communicator,Special Intelligence System Administrator/Communicator
,,,,
Marines,0,2311,2311 Ammunition Technician,Ammunition Technician
,,,,
Marines,0,2336,2336 Explosive Ordnance Disposal,Explosive Ordnance Disposal
,,,,
Marines,5,160,160 Postal Officer,Postal Officer
,,,,
Marines,6,170,170 Personnel Officer,Personnel Officer
,,,,
Marines,5,180,180 Adjutant,Adjutant
,,,,
Marines,0,202,202 Marine Air-Ground Task Force (MAGTF) Intelligence Officer,Marine Air-Ground Task Force (MAGTF) Intelligence Officer
,,,,
Marines,0,203,203 Ground Intelligence Officer,Ground Intelligence Officer
,,,,
Marines,0,204,204 Human Source Intelligence Officer,Human Source Intelligence Officer
,,,,
Marines,0,205,205 Senior All-Source Intelligence Analysis Officer,Senior All-Source Intelligence Analysis Officer
,,,,
Marines,7,206,206 Signals Intelligence/Ground Electronic Warfare Officer,Signals Intelligence/Ground Electronic Warfare Officer
,,,,
Marines,8,207,207 Air Intelligence Officer,Air Intelligence Officer
,,,,
Marines,0,210,210 Counterintelligence/Human Source Intelligence (CI/HUMINT) Officer,Counterintelligence/Human Source Intelligence (CI/HUMINT) Officer
,,,,
Marines,0,215,215 Technical Surveillance Countermeasures Trained Counterintelligence/Human Source Intelligence Officer,Technical Surveillance Countermeasures Trained Counterintelligence/Human Source Intelligence Officer
,,,,
Marines,7,220,220 Surveillance Sensor Officer,Surveillance Sensor Officer
,,,,
Marines,0,277,277 Weapons and Tactics Instructor/Intelligence Officer,Weapons and Tactics Instructor/Intelligence Officer
,,,,
Marines,0,302,302 Infantry Officer,Infantry Officer
,,,,
Marines,0,303,303 Light-Armored Reconnaissance (LAR) Officer,Light-Armored Reconnaissance (LAR) Officer
,,,,
Marines,0,306,306 Infantry Weapons Officer,Infantry Weapons Officer
,,,,
Marines,3,502,502 Force Deployment Planning and Execution Officer,Force Deployment Planning and Execution Officer
,,,,
Marines,3,505,505 Marine Air-Ground Task Force (MAGTF) Planner,Marine Air-Ground Task Force (MAGTF) Planner
,,,,
Marines,7,510,510 Information Operations Staff Officer,Information Operations Staff Officer
,,,,
Marines,0,520,520 Psychological Operations Officer,Psychological Operations Officer
,,,,
Marines,0,530,530 Civil Affairs Officer,Civil Affairs Officer
,,,,
Marines,0,540,540 Space Operations Staff Officer,Space Operations Staff Officer
,,,,
Marines,7,602,602 Communications Officer,Communications Officer
,,,,
Marines,3,603,603 C4 Planner,C4 Planner
,,,,
Marines,7,610,610 Telephone Systems Officer,Telephone Systems Officer
,,,,
Marines,7,620,620 Tactical Communications Planning and Engineer Officer,Tactical Communications Planning and Engineer Officer
,,,,
Marines,7,640,640 Strategic Spectrum Planner,Strategic Spectrum Planner
,,,,
Marines,7,650,650 Network Operations and Systems Officer,Network Operations and Systems Officer
,,,,
Marines,0,802,802 Field Artillery Officer,Field Artillery Officer
,,,,
Marines,0,803,803 Targeting Effects Officer,Targeting Effects Officer
,,,,
Marines,0,840,840 Naval Surface Fire Support Planner,Naval Surface Fire Support Planner
,,,,
Marines,9,1302,1302 Combat Engineer Officer,Combat Engineer Officer
,,,,
Marines,9,1310,1310 Engineer Equipment Officer,Engineer Equipment Officer
,,,,
Marines,9,1330,1330 Facilities Management Officer,Facilities Management Officer
,,,,
Marines,2,1390,1390 Bulk Fuel Officer,Bulk Fuel Officer
,,,,
Marines,0,1802,1802 Tank Officer,Tank Officer
,,,,
Marines,0,1803,1803 Assault Amphibious Vehicle (AAV) Officer,Assault Amphibious Vehicle (AAV) Officer
,,,,
Marines,6,4302,4302 Public Affairs Officer,Public Affairs Officer
,,,,
Marines,6,4305,4305 Mass Communication Specialist,Mass Communication Specialist
,,,,
Marines,0,5803,5803 Military Police Officer,Military Police Officer
,,,,
Marines,0,5804,5804 Corrections Officer,Corrections Officer
,,,,
Marines,0,5805,5805 Criminal Investigation Officer,Criminal Investigation Officer
,,,,
Marines,0,2102,2102 Ordnance Officer,Ordnance Officer
,,,,
Marines,0,2110,2110 Ordnance Vehicle Maintenance Officer,Ordnance Vehicle Maintenance Officer
,,,,
Marines,0,2120,2120 Weapons Repair Officer,Weapons Repair Officer
,,,,
Marines,7,2125,2125 Electro-Optic Instrument Repair Officer,Electro-Optic Instrument Repair Officer
,,,,
Marines,0,2305,2305 Explosive Ordnance Disposal Officer,Explosive Ordnance Disposal Officer
,,,,
Marines,0,2340,2340 Ammunition Officer,Ammunition Officer
,,,,
Marines,7,2602,2602 Signals Intelligence/Electronic Warfare Officer ,Signals Intelligence/Electronic Warfare Officer 
,,,,
Marines,7,2802,2802 Electronics Maintenance Officer (Ground),Electronics Maintenance Officer (Ground)
,,,,
Marines,7,2805,2805 Data/Communications Maintenance Officer ,Data/Communications Maintenance Officer 
,,,,
Marines,10,4801,4801 Recruiting Officer-Marine Corps Total Force Expert,Recruiting Officer-Marine Corps Total Force Expert
,,,,
Marines,10,4802,4802 Recruiting Officer-Operational Expert,Recruiting Officer-Operational Expert
,,,,
Marines,10,4803,4803 Recruiting Officer-Officer Procurement Expert,Recruiting Officer-Officer Procurement Expert
,,,,
Marines,10,4804,4804 Recruiting Officer-Multiple Tour Expert,Recruiting Officer-Multiple Tour Expert
,,,,
Marines,10,4810,4810 Recruiting Officer ,Recruiting Officer 
,,,,
Marines,0,5502,5502 Band Officer,Band Officer
,,,,
Marines,0,5505,"5505 Director/Assistant Director, ""The President's Own"" U.S. Marine Band ","Director/Assistant Director, ""The President's Own"" U.S. Marine Band "
,,,,
Marines,0,5506,"5506 Staff Officer, ""The President's Own"" U.S. Marine Band ","Staff Officer, ""The President's Own"" U.S. Marine Band "
,,,,
Marines,0,5507,5507 U.S. Marine Drum and Bugle Corps Officer ,U.S. Marine Drum and Bugle Corps Officer 
,,,,
Marines,0,5702,"5702 Chemical, Biological, Radiological and Nuclear (CBRN) Defense Officer","Chemical, Biological, Radiological and Nuclear (CBRN) Defense Officer"
,,,,
Marines,8,5902,5902 Electronics Maintenance Officer (Aviation),Electronics Maintenance Officer (Aviation)
,,,,
Marines,8,5910,5910 Aviation Radar Maintenance Officer,Aviation Radar Maintenance Officer
,,,,
Marines,8,5950,5950 Air Traffic Control Systems Maintenance Officer,Air Traffic Control Systems Maintenance Officer
,,,,
Marines,7,5970,5970 Data Systems Maintenance Officer,Data Systems Maintenance Officer
,,,,
Marines,8,6002,6002 Aircraft Maintenance Officer,Aircraft Maintenance Officer
,,,,
Marines,8,6004,6004 Aircraft Maintenance Engineer Officer,Aircraft Maintenance Engineer Officer
,,,,
Marines,8,6302,6302 Avionics Officer ,Avionics Officer 
,,,,
Marines,0,6502,6502 Aviation Ordnance Officer,Aviation Ordnance Officer
,,,,
Marines,8,6602,6602 Aviation Supply Officer,Aviation Supply Officer
,,,,
Marines,8,6604,6604 Aviation Supply Operations Officer,Aviation Supply Operations Officer
,,,,
Marines,8,6607,6607 Aviation Logistician,Aviation Logistician
,,,,
Marines,8,6608,6608 AIRSpeed Officer NMOS,AIRSpeed Officer NMOS
,,,,
Marines,8,6802,6802 Meteorology and Oceanography (METOC) Officer ,Meteorology and Oceanography (METOC) Officer 
,,,,
Marines,0,6877,6877 Weapons and Tactics Instructor-METOC ,Weapons and Tactics Instructor-METOC 
,,,,
Marines,8,7002,7002 Expeditionary Airfield and Emergency Services Officer,Expeditionary Airfield and Emergency Services Officer
,,,,
Marines,8,7202,7202 Air Command and Control Officer ,Air Command and Control Officer 
,,,,
Marines,0,7204,7204 Low Altitude Air Defense Officer,Low Altitude Air Defense Officer
,,,,
Marines,8,7208,7208 Air Support Control Officer ,Air Support Control Officer 
,,,,
Marines,0,7210,7210 Air Defense Control Officer,Air Defense Control Officer
,,,,
Marines,8,7220,7220 Air Traffic Control Officer,Air Traffic Control Officer
,,,,
Marines,8,7237,7237 Senior Air Director (SAD) ,Senior Air Director (SAD) 
,,,,
Marines,8,7502,7502 Forward Air Controller/Air Officer,Forward Air Controller/Air Officer
,,,,
Marines,0,7503,7503 Billet Designator - Fixed-Wing Pilot,Billet Designator - Fixed-Wing Pilot
,,,,
Marines,8,7507,7507 FRS Basic AV-8B Pilot,FRS Basic AV-8B Pilot
,,,,
Marines,8,7508,7508 AV-8A/C Qualified,AV-8A/C Qualified
,,,,
Marines,8,7509,7509 AV-8B Qualified,AV-8B Qualified
,,,,
Marines,8,7513,7513 Pilot Helicopter AH-1Z/UH-1Y,Pilot Helicopter AH-1Z/UH-1Y
,,,,
Marines,8,7521,7521 FRS Basic F/A-18 Pilot,FRS Basic F/A-18 Pilot
,,,,
Marines,8,7523,7523 Pilot VMFA F/A-18 Qualified,Pilot VMFA F/A-18 Qualified
,,,,
Marines,0,7524,7524 FRS Basic F/A-18D Weapons Systems Officer (WSO),FRS Basic F/A-18D Weapons Systems Officer (WSO)
,,,,
Marines,8,7525,7525 Qualified F/A-18D WSO,Qualified F/A-18D WSO
,,,,
Marines,8,7527,7527 Pilot VMFA F/A-18D Qualified,Pilot VMFA F/A-18D Qualified
,,,,
Marines,8,7531,7531 FRS Basic V-22 Pilot,FRS Basic V-22 Pilot
,,,,
Marines,8,7532,7532 Pilot V-22 Qualified,Pilot V-22 Qualified
,,,,
Marines,8,7541,7541 FRS Basic EA-6B Pilot,FRS Basic EA-6B Pilot
,,,,
Marines,8,7542,7542 EA-6A Qualified,EA-6A Qualified
,,,,
Marines,8,7543,7543 EA-6B Qualified,EA-6B Qualified
,,,,
Marines,8,7550,7550 Pilot VMGR Maritime Advance (NATC),Pilot VMGR Maritime Advance (NATC)
,,,,
Marines,8,7551,7551 Pilot C-9 Qualified,Pilot C-9 Qualified
,,,,
Marines,8,7552,7552 Pilot TC-4C Qualified,Pilot TC-4C Qualified
,,,,
Marines,8,7553,7553 Pilot C-20/C-37 Qualified,Pilot C-20/C-37 Qualified
,,,,
Marines,8,7554,7554 Pilot UC-35 Qualified,Pilot UC-35 Qualified
,,,,
Marines,8,7555,7555 Pilot UC-128 Qualified,Pilot UC-128 Qualified
,,,,
Marines,8,7556,7556 KC-130 Co-Pilot (T2P/T3P),KC-130 Co-Pilot (T2P/T3P)
,,,,
Marines,8,7557,7557 Pilot KC-130 Aircraft Commander,Pilot KC-130 Aircraft Commander
,,,,
Marines,8,7558,7558 FRS Basic CH-53D Pilot,FRS Basic CH-53D Pilot
,,,,
Marines,8,7559,7559 Pilot CT-39 Qualified,Pilot CT-39 Qualified
,,,,
Marines,8,7560,7560 FRS Basic CH-53E Pilot,FRS Basic CH-53E Pilot
,,,,
Marines,8,7561,7561 FRS Basic CH-46 Pilot,FRS Basic CH-46 Pilot
,,,,
Marines,8,7562,7562 Pilot CH-46 Qualified,Pilot CH-46 Qualified
,,,,
Marines,8,7563,7563 Pilot UH-1 Qualified,Pilot UH-1 Qualified
,,,,
Marines,8,7564,7564 Pilot CH-53 A/D Qualified,Pilot CH-53 A/D Qualified
,,,,
Marines,8,7565,7565 Pilot AH-1 Qualified,Pilot AH-1 Qualified
,,,,
Marines,8,7566,7566 Pilot CH-53E Qualified,Pilot CH-53E Qualified
,,,,
Marines,8,7567,7567 FRS Basic UH-IN Pilot,FRS Basic UH-IN Pilot
,,,,
Marines,8,7568,7568 FRS Basic AH-1 Pilot,FRS Basic AH-1 Pilot
,,,,
Marines,0,7577,7577 Weapons and Tactics Instructor,Weapons and Tactics Instructor
,,,,
Marines,0,7578,7578 NFO Student (TBS),NFO Student (TBS)
,,,,
Marines,0,7580,7580 Tactical Navigator Flight Student (NATC),Tactical Navigator Flight Student (NATC)
,,,,
Marines,7,7582,7582 FRS Basic EA-68 Electronic Warfare Officer,FRS Basic EA-68 Electronic Warfare Officer
,,,,
Marines,7,7588,7588 Qualified EA-68 Electronics Warfare Officer,Qualified EA-68 Electronics Warfare Officer
,,,,
Marines,8,7589,7589 V/STOL Landing Signal Officer,V/STOL Landing Signal Officer
,,,,
Marines,8,7594,7594 Landing Signal Officer,Landing Signal Officer
,,,,
Marines,8,7595,7595 Test Pilot/Flight Test Project Officer,Test Pilot/Flight Test Project Officer
,,,,
Marines,8,7596,7596 Aviation Safety Officer,Aviation Safety Officer
,,,,
Marines,8,7597,7597 Basic Rotary-Wing Pilot,Basic Rotary-Wing Pilot
,,,,
Marines,8,7599,7599 Flight Student (TBS),Flight Student (TBS)
,,,,
Marines,2,402,402 Logistics Officer,Logistics Officer
,,,,
Marines,0,930,930 Range Officer,Range Officer
,,,,
Marines,4,1120,1120 Utilities Officer,Utilities Officer
,,,,
Marines,2,3102,3102 Traffic Management Officer,Traffic Management Officer
,,,,
Marines,0,3302,3302 Food Service Officer,Food Service Officer
,,,,
Marines,6,3402,3402 Finance Officer,Finance Officer
,,,,
Marines,6,3404,3404 Financial Management Officer,Financial Management Officer
,,,,
Marines,6,3408,3408 Financial Management Resource Officer (FMRO),Financial Management Resource Officer (FMRO)
,,,,
Marines,6,3410,3410 NAF Auditing Officer,NAF Auditing Officer
,,,,
Marines,0,4130,4130 Marine Corps Community Services (MCCS),Marine Corps Community Services (MCCS)
,,,,
Marines,6,4402,4402 Judge Advocate,Judge Advocate
,,,,
Marines,6,4405,4405 Master of International Law,Master of International Law
,,,,
Marines,6,4406,4406 Master of Environmental Law,Master of Environmental Law
,,,,
Marines,6,4407,4407 Master of Labor Law,Master of Labor Law
,,,,
Marines,6,4408,4408 Master of Procurement Law,Master of Procurement Law
,,,,
Marines,6,4409,4409 Master of Criminal Law,Master of Criminal Law
,,,,
Marines,6,4410,4410 Master of Law (General),Master of Law (General)
,,,,
Marines,6,4602,4602 Combat Camera (COMCAM) Officer,Combat Camera (COMCAM) Officer
,,,,
Marines,6,4606,4606 Combat Artist (Officer),Combat Artist (Officer)
,,,,
Marines,0,313,313 LAV Crewman,LAV Crewman
,,,,
Marines,0,323,"323 Reconnaissance Man, Parachute Qualified","Reconnaissance Man, Parachute Qualified"
,,,,
Marines,10,8411,8411 Production Recruiter,Production Recruiter
,,,,
Marines,10,8412,8412 Career Recruiter,Career Recruiter
,,,,
Marines,0,8156,8156 Security Guard,Security Guard
,,,,
Marines,0,6531,6531 Aircraft Ordnance Technician,Aircraft Ordnance Technician
,,,,
Marines,0,6541,6541 Aviation Ordnance Systems Technician,Aviation Ordnance Systems Technician
,,,,
Marines,0,6591,6591 Aviation Ordnance Chief,Aviation Ordnance Chief
,,,,
Navy,0,ABE,ABE Aviation Boatswain's Mate - Launch/Recovery ,Aviation Boatswain's Mate - Launch/Recovery 
,,,,
Navy,0,ABF,ABF Aviation Boatswain's Mate - Fuels ,Aviation Boatswain's Mate - Fuels 
,,,,
Navy,8,ABH,ABH Aviation Boatswain's Mate - Aircraft Handler ,Aviation Boatswain's Mate - Aircraft Handler 
,,,,
Navy,8,AC,AC Air Traffic Controller ,Air Traffic Controller 
,,,,
Navy,4,AD,AD Aviation Machinist's Mate ,Aviation Machinist's Mate 
,,,,
Navy,0,PR,PR Aircrew Survival Equipmentman ,Aircrew Survival Equipmentman 
,,,,
Navy,0,AG,AG Aerographer's Mate,Aerographer's Mate
,,,,
Navy,8,AM,AM Aviation Structural Mechanic ,Aviation Structural Mechanic 
,,,,
Navy,8,AME,AME Aviation Structural Mechanic Safety Equipment ,Aviation Structural Mechanic Safety Equipment 
,,,,
Navy,8,AE,AE Aviation Electrician ,Aviation Electrician 
,,,,
Navy,8,AT,AT Aviation Electronics Technician ,Aviation Electronics Technician 
,,,,
Navy,8,AZ,AZ Aviation Maintenance Administrationman ,Aviation Maintenance Administrationman 
,,,,
Navy,0,AO,AO Aviation Ordnanceman ,Aviation Ordnanceman 
,,,,
Navy,8,AS,AS Aviation Support Equipment Technician ,Aviation Support Equipment Technician 
,,,,
Navy,9,EA,EA Engineering Aid ,Engineering Aid 
,,,,
Navy,4,CM,CM Construction Mechanic ,Construction Mechanic 
,,,,
Navy,4,UT,UT Utilitiesman,Utilitiesman
,,,,
Navy,7,EO,EO Equipment Operator ,Equipment Operator 
,,,,
Navy,4,CE,CE Construction Electrician ,Construction Electrician 
,,,,
Navy,4,BU,BU Builder,Builder
,,,,
Navy,4,SW,SW Steelworker ,Steelworker 
,,,,
Navy,0,ND,ND Navy Diver ,Navy Diver 
,,,,
Navy,0,SO,SO Special Warfare Operator,Special Warfare Operator
,,,,
Navy,0,SB,SB Special Warfare Boat Operator ,Special Warfare Boat Operator 
,,,,
Navy,0,EOD,EOD Explosive Ordnance Disposal ,Explosive Ordnance Disposal 
,,,,
Navy,0,RP,RP Religious Program Specialist ,Religious Program Specialist 
,,,,
Navy,0,HM,HM Hospital Corpsman ,Hospital Corpsman 
,,,,
Navy,0,HMDA,HMDA Hospital Corpsman - Dental Assistant ,Hospital Corpsman - Dental Assistant 
,,,,
Navy,0,MU,MU Musician,Musician
,,,,
Navy,0,MA,MA Master at Arms ,Master at Arms 
,,,,
Navy,0,SH,SH Ship's Serviceman ,Ship's Serviceman 
,,,,
Navy,6,MC,MC Mass Communication Specialist ,Mass Communication Specialist 
,,,,
Navy,2,LS,LS Logistics Specialist ,Logistics Specialist 
,,,,
Navy,0,CS,CS Culinary Specialist ,Culinary Specialist 
,,,,
Navy,0,YN,YN Yeoman,Yeoman
,,,,
Navy,0,BM,BM Boatswain's Mate ,Boatswain's Mate 
,,,,
Navy,2,QM,QM Quartermaster,Quartermaster
,,,,
Navy,6,PS,PS Personnel Specialist ,Personnel Specialist 
,,,,
Navy,0,DC,DC Damage Controlman ,Damage Controlman 
,,,,
Navy,4,EN,EN Engineman ,Engineman 
,,,,
Navy,4,EM,EM Electrician's Mate ,Electrician's Mate 
,,,,
Navy,4,IC,IC Interior Communications Electrician ,Interior Communications Electrician 
,,,,
Navy,4,GSE,GSE Gas Turbine Systems Technician - Electrical ,Gas Turbine Systems Technician - Electrical 
,,,,
Navy,4,GSM,GSM Gas Turbine Systems Technician - Mechanical ,Gas Turbine Systems Technician - Mechanical 
,,,,
Navy,4,HT,HT Hull Maintenance Technician ,Hull Maintenance Technician 
,,,,
Navy,4,MM,MM Machinist's Mate ,Machinist's Mate 
,,,,
Navy,4,MR,MR Machinery Repairman ,Machinery Repairman 
,,,,
Navy,0,GM,GM Gunner's Mate ,Gunner's Mate 
,,,,
Navy,0,MT,MT Missile Technician ,Missile Technician 
,,,,
Navy,0,MN,MN Mineman,Mineman
,,,,
Navy,7,IT,"IT Information Systems Technician, Surface ","Information Systems Technician, Surface "
,,,,
Navy,7,ITS,"ITS Information Systems Technician, Submarines","Information Systems Technician, Submarines"
,,,,
Navy,3,OS,OS Operations Specialist ,Operations Specialist 
,,,,
Navy,0,IS,IS Intelligence Specialist ,Intelligence Specialist 
,,,,
Navy,0,STG,"STG Sonar Technician, Surface ","Sonar Technician, Surface "
,,,,
Navy,0,STS,"STS Sonar Technician, Submarine ","Sonar Technician, Submarine "
,,,,
Navy,0,CTM,CTM Cryptologic Technician - Maintenance ,Cryptologic Technician - Maintenance 
,,,,
Navy,0,CTI,CTI Cryptologic Technician - Interpretive ,Cryptologic Technician - Interpretive 
,,,,
Navy,0,CTN,CTN Cryptologic Technician - Networks ,Cryptologic Technician - Networks 
,,,,
Navy,0,CTT,CTT Cryptologic Technician - Technical ,Cryptologic Technician - Technical 
,,,,
Navy,0,CTR,CTR Cryptologic Technician - Collection ,Cryptologic Technician - Collection 
,,,,
Navy,8,AWF,AWF Naval Aircrewman (Mechanical),Naval Aircrewman (Mechanical)
,,,,
Navy,8,AWO,AWO Naval Aircrewman (Operator) ,Naval Aircrewman (Operator) 
,,,,
Navy,8,AWS,AWS Naval Aircrewman (Helicopter) ,Naval Aircrewman (Helicopter) 
,,,,
Navy,8,AWV,AWV Naval Aircrewman (Avionics) ,Naval Aircrewman (Avionics) 
,,,,
Navy,0,UCT,UCT Seabee UCT Diver Challenge,Seabee UCT Diver Challenge
,,,,
Navy,4,ET,ET Electronics Technician ,Electronics Technician 
,,,,
Navy,0,FC,FC Fire Controlman ,Fire Controlman 
,,,,
Navy,0,Nuke ET,Nuke ET Electronics Technician (Nuclear),Electronics Technician (Nuclear)
,,,,
Navy,0,Nuke MM,Nuke MM Machinist's Mate (Nuclear),Machinist's Mate (Nuclear)
,,,,
Navy,0,Nuke EM,Nuke EM Electrician's Mate (Nuclear),Electrician's Mate (Nuclear)
,,,,
Navy,7,SECF,SECF Submarine Electronics/Computer Field ,Submarine Electronics/Computer Field 
,,,,
Navy,0,BDCP,BDCP Baccalaureate Degree Completion Program,Baccalaureate Degree Completion Program
,,,,
Navy,0,NROTC,NROTC Navy Reserve Officer Training Corps,Navy Reserve Officer Training Corps
,,,,
Navy,8,AMDO,AMDO Aerospace Maintenance Duty Officer,Aerospace Maintenance Duty Officer
,,,,
Navy,8,AOC,AOC Naval Aviation - Pilot,Naval Aviation - Pilot
,,,,
Navy,8,NFOC,NFOC Naval Aviation - Naval Flight Officer,Naval Aviation - Naval Flight Officer
,,,,
Navy,0,, Chaplain (Direct Appointment),Chaplain (Direct Appointment)
,,,,
Navy,0,, Chaplain (Student Selection Program),Chaplain (Student Selection Program)
,,,,
Navy,9,, Civil Engineer,Civil Engineer
,,,,
Navy,0,, CEC Collegiate,CEC Collegiate
,,,,
Navy,0,, Cryptology,Cryptology
,,,,
Navy,9,EDO,EDO Engineering Duty Officer,Engineering Duty Officer
,,,,
Navy,0,INTEL,INTEL Intelligence,Intelligence
,,,,
Navy,6,, JAG Direct Appointment,JAG Direct Appointment
,,,,
Navy,0,, JAG Student Selection,JAG Student Selection
,,,,
Navy,0,, Physician,Physician
,,,,
Navy,0,, Dentist,Dentist
,,,,
Navy,0,, Nurse,Nurse
,,,,
Navy,0,, Health Care Administration,Health Care Administration
,,,,
Navy,0,, Health Care Sciences,Health Care Sciences
,,,,
Navy,0,, Medical Support,Medical Support
,,,,
Navy,0,, Naval Reactors Engineer,Naval Reactors Engineer
,,,,
Navy,0,, NUPOC Surface,NUPOC Surface
,,,,
Navy,0,, NUPOC Sub,NUPOC Sub
,,,,
Navy,0,, Nuclear Power School Instructor,Nuclear Power School Instructor
,,,,
Navy,0,, Oceanography,Oceanography
,,,,
Navy,6,PAO,PAO Public Affairs Officer,Public Affairs Officer
,,,,
Navy,0,UMCM,UMCM Underwater Mine Countermeasures,Underwater Mine Countermeasures
,,,,
Navy,0,ODS,ODS Operational Diving and Salvage ,Operational Diving and Salvage 
,,,,
Navy,0,EOM,EOM Explosive Ordnance Management ,Explosive Ordnance Management 
,,,,
Navy,2,, Supply,Supply
,,,,
Navy,0,SWO,SWO Surface Warfare Officer,Surface Warfare Officer
,,,,
Navy,10,CRF,CRF Career Recruiting Force,Career Recruiting Force
,,,,
Navy,10,CANREC,CANREC Canvassing Recruiter,Canvassing Recruiter
,,,,
Navy,2,Supply,Supply Supply Corps,Supply Corps
,,,,
Navy,0,, NUPOC Submarine,NUPOC Submarine
